Table	Column	Datatype	Offset	Length	Description
OS0_Off_Supp	QTY_BRK_10	CHAR	474	10	
OS0_Off_Supp	QTY_PRC_10	CHAR	484	10	
OS0_Off_Supp	QTY_BRK_11	CHAR	494	10	
OS0_Off_Supp	QTY_PRC_11	CHAR	504	10	
OS0_Off_Supp	QTY_BRK_12	CHAR	514	10	
OS0_Off_Supp	QTY_PRC_12	CHAR	524	10	
OS0_Off_Supp	VENDOR_DIV	CHAR	534	2	
OS0_Off_Supp	VENDOR_CODE	CHAR	536	8	
OS0_Off_Supp	PLANT_CODE_2	CHAR	544	4	
OS0_Off_Supp	SUPP_ITEM_NUM	CHAR	548	20	
OS0_Off_Supp	PURCH_UM	CHAR	568	4	
OS0_Off_Supp	DATE_LAST_PURCH	DATE	572	6	
OS0_Off_Supp	BASE_COST	CHAR	578	10	
OS0_Off_Supp	BRK_QTY_1	CHAR	588	10	
OS0_Off_Supp	QTY_COST_1	CHAR	598	10	
OS0_Off_Supp	BRK_QTY_2	CHAR	608	10	
OS0_Off_Supp	QTY_COST_2	CHAR	618	10	
OS0_Off_Supp	BRK_QTY_3	CHAR	628	10	
OS0_Off_Supp	QTY_COST_3	CHAR	638	10	
OS0_Off_Supp	BRK_QTY_4	CHAR	648	10	
OS0_Off_Supp	QTY_COST_4	CHAR	658	10	
OS0_Off_Supp	BRK_QTY_5	CHAR	668	10	
OS0_Off_Supp	QTY_COST_5	CHAR	678	10	
OS0_Off_Supp	BRK_QTY_6	CHAR	688	10	
OS0_Off_Supp	QTY_COST_6	CHAR	698	10	
OS0_Off_Supp	LAST_COST	CHAR	708	10	
OS0_Off_Supp	QTY_PER_UM	CHAR	718	10	
OS0_Off_Supp	CTN_WT_2	CHAR	728	10	
OS0_Off_Supp	CTN_PACK_2	CHAR	738	10	
OS0_Off_Supp	UNUSED_2	CHAR	748	52	
Keys :					
Primary Key: ITEM_NUM_KEY					
Alternate Key 1: SUPP_ITEM_NUM					
					
Table : OS1_Price_Plan					
OS1_Price_Plan	ITEM_CODE	CHAR	1	10	
OS1_Price_Plan	PRICE_PLAN_CODE	CHAR	11	6	
OS1_Price_Plan	HOW_PRICED	CHAR	17	1	
OS1_Price_Plan	FLYER_PRICE	CHAR	18	1	
OS1_Price_Plan	OS1_UNUSED_1	CHAR	19	6	
OS1_Price_Plan	START_DATE	DATE	25	6	
OS1_Price_Plan	END_DATE	DATE	31	6	
OS1_Price_Plan	BENCHMARK	CHAR	37	10	
OS1_Price_Plan	CALC_PRICE	CHAR	47	10	
OS1_Price_Plan	TF_COST	CHAR	57	10	
OS1_Price_Plan	OS1_UNUSED_3	CHAR	67	170	
OS1_Price_Plan	BASE_PRICE	CHAR	237	10	
OS1_Price_Plan	OS1_UNUSED_4	CHAR	247	2	
OS1_Price_Plan	OS1_UNUSED_5	CHAR	249	1	
Keys :					
"Primary Key: ITEM_CODE, PRICE_PLAN_CODE"					
					
Table : OS2_ItemPrimInfo					
OS2_ItemPrimInfo	ITEM_NUMBER	CHAR	1	10	
OS2_ItemPrimInfo	TF_PREFIX	CHAR	11	3	
OS2_ItemPrimInfo	STOCK_NUM_BUTT	CHAR	14	12	
OS2_ItemPrimInfo	LIST_PRICE	CHAR	26	10	
OS2_ItemPrimInfo	RETAIL_UM	CHAR	36	4	
OS2_ItemPrimInfo	STOCK_NUM_UNBUTT	CHAR	40	12	
OS2_ItemPrimInfo	DATE_LAST_TAPE	DATE	52	6	
OS2_ItemPrimInfo	LOAD_SOURCE	CHAR	58	1	
OS2_ItemPrimInfo	UNITED_UM	CHAR	59	2	
OS2_ItemPrimInfo	IMAGE_NAME	CHAR	61	15	
OS2_ItemPrimInfo	ADDL_NAME	CHAR	76	15	
OS2_ItemPrimInfo	OS2_UNUSED_2	CHAR	91	38	
Keys :					
Primary Key: ITEM_NUMBER					
					
Table : OS3_FileLayPrint					
OS3_FileLayPrint	ERROR_CODE	CHAR	1	6	
OS3_FileLayPrint	DESC_1	CHAR	7	60	
OS3_FileLayPrint	DESC_2	CHAR	67	60	
OS3_FileLayPrint	ERROR_TYPE	CHAR	127	1	
OS3_FileLayPrint	OS3_UNUSED_1	CHAR	128	3	
Keys :					
Primary Key: ERROR_CODE					
					
Table : OS4_TransErrRep					
OS4_TransErrRep	ORDER_DIV	CHAR	1	2	
OS4_TransErrRep	ORDER_NUM	CHAR	3	7	
OS4_TransErrRep	LINE_NUMBER	CHAR	10	3	
OS4_TransErrRep	TRANSMISSION_REC_TYPE	CHAR	13	1	
OS4_TransErrRep	BLANK	CHAR	14	5	
OS4_TransErrRep	DATA_STRING_FROM_UNITED	CHAR	19	494	
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM, LINE_NUMBER, TRANSMISSION_REC_TYPE, BLANK"					
					
Table : OS5_OffcSuppCustPricPln					
OS5_OffcSuppCustPricPln	PRICE_PLAN	CHAR	1	6	
OS5_OffcSuppCustPricPln	TF_DESCRIPTION	CHAR	7	30	
OS5_OffcSuppCustPricPln	CALCULATION_METHOD	CHAR	37	1	
OS5_OffcSuppCustPricPln	LOAD_SOURCE	CHAR	38	1	
OS5_OffcSuppCustPricPln	HOW_CALCULATE	CHAR	39	1	
OS5_OffcSuppCustPricPln	START_DATE	DATE	40	6	
OS5_OffcSuppCustPricPln	END_DATE	DATE	46	6	
OS5_OffcSuppCustPricPln	COLUMN_FOR_COST	CHAR	52	1	
OS5_OffcSuppCustPricPln	PRICE_PLAN_COST	CHAR	53	6	
OS5_OffcSuppCustPricPln	TYPE_PLAN	CHAR	59	1	
OS5_OffcSuppCustPricPln	QTY_BRK_PRICING	CHAR	60	1	
OS5_OffcSuppCustPricPln	OS5_UNUSED_1	CHAR	61	1	
OS5_OffcSuppCustPricPln	DELETE_RECORDS	CHAR	62	1	
OS5_OffcSuppCustPricPln	OS5_UNUSED_2	CHAR	63	2	
OS5_OffcSuppCustPricPln	RATE	CHAR	65	12	
OS5_OffcSuppCustPricPln	GP_FLOOR	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_4	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_5	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_6	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_7	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_8	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_9	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_10	NUMBER		12	
OS5_OffcSuppCustPricPln	OS5_UNUSED_11	NUMBER		12	
Keys :					
Primary Key: PRICE_PLAN					
					
Table : OS6_PricePlanPriorities					
OS6_PricePlanPriorities	CUST_DIV	CHAR	1	2	
OS6_PricePlanPriorities	CUST_CODE	CHAR	3	8	
OS6_PricePlanPriorities	PRICE_TYPE	CHAR	11	1	
OS6_PricePlanPriorities	ALLOW_ZERO_PRICE	CHAR	12	1	
OS6_PricePlanPriorities	OS6_UNUSED_1	CHAR	13	9	
OS6_PricePlanPriorities	PRIORITY_1	CHAR	22	6	
OS6_PricePlanPriorities	PRIORITY_2	CHAR	28	6	
OS6_PricePlanPriorities	PRIORITY_3	CHAR	34	6	
OS6_PricePlanPriorities	PRIORITY_4	CHAR	40	6	
OS6_PricePlanPriorities	PRIORITY_5	CHAR	46	6	
OS6_PricePlanPriorities	PRIORITY_6	CHAR	52	6	
OS6_PricePlanPriorities	PRIORITY_7	CHAR	58	6	
OS6_PricePlanPriorities	PRIORITY_8	CHAR	64	6	
OS6_PricePlanPriorities	PRIORITY_9	CHAR	70	6	
OS6_PricePlanPriorities	PRIORITY_10	CHAR	76	6	
OS6_PricePlanPriorities	PRIORITY_11	CHAR	82	6	
OS6_PricePlanPriorities	PRIORITY_12	CHAR	88	6	
OS6_PricePlanPriorities	PRIORITY_13	CHAR	94	6	
OS6_PricePlanPriorities	PRIORITY_14	CHAR	100	6	
OS6_PricePlanPriorities	PRIORITY_15	CHAR	106	6	
OS6_PricePlanPriorities	PRIORITY_16	CHAR	112	6	
OS6_PricePlanPriorities	PRIORITY_17	CHAR	118	6	
OS6_PricePlanPriorities	PRIORITY_18	CHAR	124	6	
OS6_PricePlanPriorities	PRIORITY_19	CHAR	130	6	
OS6_PricePlanPriorities	PRIORITY_20	CHAR	136	6	
OS6_PricePlanPriorities	PRIORITY_21	CHAR	142	6	
OS6_PricePlanPriorities	PRIORITY_22	CHAR	148	6	
OS6_PricePlanPriorities	PRIORITY_23	CHAR	154	6	
OS6_PricePlanPriorities	PRIORITY_24	CHAR	160	6	
OS6_PricePlanPriorities	PRIORITY_25	CHAR	166	6	
OS6_PricePlanPriorities	OS6_UNUSED_2	CHAR	172	12	
Keys :					
"Primary Key: CUST_DIV, CUST_CODE"					
					
Table : OS7_ItemCostPricePlan					
OS7_ItemCostPricePlan	ITEM_NUMBER	CHAR	1	10	
OS7_ItemCostPricePlan	PRICE_PLAN	CHAR	11	6	
OS7_ItemCostPricePlan	NET_QUANT_1	CHAR	17	10	
OS7_ItemCostPricePlan	NET_PRICE_1	CHAR	27	10	
OS7_ItemCostPricePlan	NET_QUANT_2	CHAR	37	10	
OS7_ItemCostPricePlan	NET_PRICE_2	CHAR	47	10	
OS7_ItemCostPricePlan	NET_QUANT_3	CHAR	57	10	
OS7_ItemCostPricePlan	NET_PRICE_3	CHAR	67	10	
OS7_ItemCostPricePlan	START_DATE	DATE	77	6	
OS7_ItemCostPricePlan	END_DATE	DATE	83	6	
OS7_ItemCostPricePlan	NET_PRICE_4	CHAR	89	10	
OS7_ItemCostPricePlan	NET_QUANT_4	CHAR	99	10	
OS7_ItemCostPricePlan	OS7_UNUSED_1	CHAR	109	19	
Keys :					
"Primary Key: ITEM_NUMBER, PRICE_PLAN"					
					
Table : OS8_TransSendRep					
OS8_TransSendRep	ORDER_DIV	CHAR	1	2	Order Division sent to United
OS8_TransSendRep	ORDER_NUM	CHAR	3	7	
OS8_TransSendRep	LINE_NUMBER	CHAR	10	3	
OS8_TransSendRep	TRANSMISSION_REC_TYPE	CHAR	13	1	
OS8_TransSendRep	BLANK	CHAR	14	5	
OS8_TransSendRep	DATA_STRING_FROM_UNITED	CHAR	19	494	
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM, LINE_NUMBER, TRANSMISSION_REC_TYPE, BLANK"					
					
Table : OS9_FileLayPrin					
OS9_FileLayPrin	PRICE_PLAN	CHAR	1	6	
OS9_FileLayPrin	TF_DESCRIPTION	CHAR	7	30	
OS9_FileLayPrin	TYPE_OF_PLAN	CHAR	37	1	
OS9_FileLayPrin	COLUMN_FOR_COST	CHAR	38	1	
OS9_FileLayPrin	COL_FOR_CONSUMER_PRICE	CHAR	39	1	
OS9_FileLayPrin	QUANTITY_BRK_PRICING	CHAR	40	1	
OS9_FileLayPrin	CONSUMER_PRICE_ONLY	CHAR	41	1	
OS9_FileLayPrin	OS9_UNUSED_1	CHAR	42	48	
Keys :					
Primary Key: PRICE_PLAN					
					
Table : OSA_UniStatAcctNum					
OSA_UniStatAcctNum	UNITED_ACCT_NUM	CHAR	1	6	
OSA_UniStatAcctNum	TF_DESC	CHAR	7	30	
OSA_UniStatAcctNum	TF_PASSWORD	CHAR	37	8	
OSA_UniStatAcctNum	CONNECTION_ID	CHAR	45	4	
OSA_UniStatAcctNum	ORDER_TAKER_ID	CHAR	49	3	
OSA_UniStatAcctNum	PLANT_DC	CHAR	52	4	
OSA_UniStatAcctNum	OSA_UNUSED_1	CHAR	56	71	
Keys :					
Primary Key: UNITED_ACCT_NUM					
					
Table : OSB_UniStatServCode					
OSB_UniStatServCode	UNITED_STAT_SERV_CODE	CHAR	1	2	
OSB_UniStatServCode	TF_DESCRIPTION	CHAR	3	30	
OSB_UniStatServCode	OSB_UNUSED	CHAR	33	1	
OSB_UniStatServCode	SHIP_VIA	CHAR	34	1	
OSB_UniStatServCode	OSB_UNUSED_1	CHAR	35	93	
Keys :					
Primary Key: UNITED_STAT_SERV_CODE					
					
Table : OSL_SuggSell					
OSL_SuggSell	ITEM_NUMBER	CHAR	1	10	
OSL_SuggSell	SUPPLIER_ITEM	CHAR	11	20	
OSL_SuggSell	SUGGESTED_ITEM_NUM	CHAR	31	20	
OSL_SuggSell	DATE_ADDED	CHAR	51	6	
OSL_SuggSell	MESSAGE_TO_OPERATOR	CHAR	57	60	
Keys :					
"Primary Key: ITEM_NUMBER, SUPPLIER_ITEM, SUGGESTED_ITEM_NUM, DATE_ADDED"					
"Alternate Key 1: SUPPLIER_ITEM, ITEM_NUMBER, SUGGESTED_ITEM_NUM"					
					
Table : OSM_SuggSellExc					
OSM_SuggSellExc	CUST_DIV	CHAR	1	2	Customer division
OSM_SuggSellExc	CUST_CODE	CHAR	3	8	Customer code
OSM_SuggSellExc	SUPPLIER_ITEM	CHAR	11	20	
OSM_SuggSellExc	ITEM_NUMBER	CHAR	31	10	
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, SUPPLIER_ITEM"					
					
Table : OSP_SPR_Translog					
OSP_SPR_Translog	ORDER_NUM	CHAR	1	9	
OSP_SPR_Translog	REC_TYPE	CHAR	10	3	
OSP_SPR_Translog	ITEM_NO	CHAR	13	15	
OSP_SPR_Translog	SEQ_NUM	CHAR	28	1	
OSP_SPR_Translog	SEND_DATA	CHAR	29	125	
OSP_SPR_Translog	RECV_DATA	CHAR	154	125	
Keys :					
"Primary Key: ORDER_NUM, REC_TYPE, ITEM_NO, SEQ_NUM"					
					
Table : OT0_OrderTrkHdr					
OT0_OrderTrkHdr	ORDER_DIV	CHAR	1	2	
OT0_OrderTrkHdr	ORDER_NUM	CHAR	3	6	Order Number
OT0_OrderTrkHdr	CUST_DIV	CHAR	9	2	
OT0_OrderTrkHdr	CUST_CODE	CHAR	11	8	Customer Code
OT0_OrderTrkHdr	CUST_PO_NUMBER	CHAR	19	15	Customer P/O Number
OT0_OrderTrkHdr	ORDER_DATE	DATE	34	6	Order Date
OT0_OrderTrkHdr	ESTIM_SHIP_DATE	DATE	40	6	Estimated Ship Date
OT0_OrderTrkHdr	SURE_DATE	CHAR	46	1	Sure Date?
OT0_OrderTrkHdr	DATE_SHIPPED	DATE	47	6	Date Shipped
OT0_OrderTrkHdr	ITEM_CODE	CHAR	53	20	Item Code
OT0_OrderTrkHdr	LAST_LOC_ORDER_ENTRY	CHAR	73	2	Last Location from Order Entry
OT0_OrderTrkHdr	OT0_UNUSED_1	CHAR	75	26	*Unused
OT0_OrderTrkHdr	LAST_OT1_SEQ_NUM_WRT	CHAR	101	4	
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM"					
"Alternate Key 1: ORDER_DIV, CUST_CODE, CUST_PO_NUMBER, ORDER_NUM"					
"Alternate Key 2: ORDER_DIV, CUST_CODE, ORDER_NUM"					
					
Table : OT1_OrderTrkTrans					
OT1_OrderTrkTrans	ORDER_DIV	CHAR	1	2	
OT1_OrderTrkTrans	ORDER_NUM	CHAR	3	6	Order Number
OT1_OrderTrkTrans	SEQUENCE_NUMBER	CHAR	9	4	Sequence Number
OT1_OrderTrkTrans	TRACKING_DATE	DATE	13	6	Tracking Date
OT1_OrderTrkTrans	TRACKING_TIME	CHAR	19	4	Tracking Time
OT1_OrderTrkTrans	TRACKING_LOCATION	CHAR	23	4	Tracking Location
OT1_OrderTrkTrans	TF_COMMENT	CHAR	27	40	Comment
OT1_OrderTrkTrans	OPERATOR_CODE	CHAR	67	3	Operator code
OT1_OrderTrkTrans	OT1_UNUSED_1	CHAR	70	31	*Unused
Keys :					
"Primary Key: ORDER_DIV, ORDER_NUM, SEQUENCE_NUMBER"					
					
Table : PA0_APGHdr					
PA0_APGHdr	FY	CHAR	1	4	Fiscal Year
PA0_APGHdr	ACCTPD	CHAR	5	2	Accounting Period
PA0_APGHdr	VEND_DIV	CHAR	7	2	A/P Vendor Code
PA0_APGHdr	VEND_CODE	CHAR	9	8	
PA0_APGHdr	INV_NUM	CHAR	17	10	Invoice Number
PA0_APGHdr	INV_DATE	DATE	27	6	Invoice Date
PA0_APGHdr	TERMS_CODE	CHAR	33	2	Terms Code
PA0_APGHdr	INV_DUE_DATE	DATE	35	6	Invoice Due Date
PA0_APGHdr	DISC_EXPIRE_DATE	DATE	41	6	Discount Expires on
PA0_APGHdr	INV_COMMENT	CHAR	47	15	Invoice Comment
PA0_APGHdr	OUR_REF_NUM	CHAR	62	10	Our Reference Number
PA0_APGHdr	PRINT_ON_BANK_CODE	CHAR	72	3	Print check on bank code
PA0_APGHdr	GL_CATG_CODE	CHAR	75	9	G/L Category code
PA0_APGHdr	PYMNT_SELECTION_CODE	CHAR	84	2	Payment Selection Code
PA0_APGHdr	PYMNT_PRIORITY_CODE	CHAR	86	1	Payment Priority Code
PA0_APGHdr	PLACE_INV_ON_HOLD	CHAR	87	1	Place Invoice on Hold?
PA0_APGHdr	SPECIAL_INV_TYPE	CHAR	88	1	"Special Invoice Type (Sub, PO)"
PA0_APGHdr	INV_TYPE	CHAR	89	1	"Invoice Type (A=Adj, R=Ret)"
PA0_APGHdr	APPLY_TO_INV_NUM	CHAR	90	10	Apply to invoice number
PA0_APGHdr	SPER_CODE	CHAR	100	4	Salesperson code (parameterized)
PA0_APGHdr	SRC_COMP_CODE	CHAR	104	3	Source company code
PA0_APGHdr	SRC_COMP_CODE_RLT	CHAR	107	1	Source Company code remote location type
PA0_APGHdr	ALT_CURR_CODE	CHAR	108	3	Alternate Currency Code
PA0_APGHdr	ON_HOLD_REASON	CHAR	111	2	On Hold Reason
PA0_APGHdr	IMPORT_SOURCE	CHAR	113	3	Import Source
PA0_APGHdr	FILE_VERSION	CHAR	116	3	File version
PA0_APGHdr	INV_RECORD_CREATED	CHAR	119	1	Invoice record (APD) created?
PA0_APGHdr	PA0_UNUSED_1	NUMBER		14.3	PA0 Unused 1
PA0_APGHdr	GROSS_INV_AMT	NUMBER		14.3	Gross Invoice Amt
PA0_APGHdr	SPECIAL_AMT_1	NUMBER		14.3	Special Amt 1
PA0_APGHdr	SPECIAL_AMT_2	NUMBER		14.3	Special Amt 2
PA0_APGHdr	SPECIAL_AMT_3	NUMBER		14.3	Special Amt 3
PA0_APGHdr	SPECIAL_AMT_4	NUMBER		14.3	Special Amt 4
PA0_APGHdr	DISC_APPLIES_TO	NUMBER		14.3	Discount Applies To
PA0_APGHdr	DISC_AMT	NUMBER		14.3	Discount Amt
PA0_APGHdr	WORKMAN_COMP_WH	NUMBER		14.3	Workers Comp W/H
PA0_APGHdr	NET_SALE	NUMBER		14.3	Net Sale
PA0_APGHdr	NUM_DAYS_EXTEN_DUE_D	NUMBER		14.3	Number Days to Extend Due Date
PA0_APGHdr	USED_DURING_INV_ENTY	NUMBER		14.3	Used During Invoice Entry
PA0_APGHdr	GROSS_AMT_ALT_CURR	NUMBER		14.3	Gross Amt in Alt Currency
PA0_APGHdr	DISC_AMT_ALT_CURR	NUMBER		14.3	Disc Amt in Alt Currency
Keys :					
"Primary Key: FY, ACCTPD, VEND_DIV, VEND_CODE, INV_NUM"					
					
Table : PA2_APGLns					
PA2_APGLns	FY	CHAR	1	4	Fiscal Year
PA2_APGLns	ACCTPD	CHAR	5	2	Accounting Period
PA2_APGLns	VEND_DIV	CHAR	7	2	A/P Vendor Code
PA2_APGLns	VEND_CODE	CHAR	9	8	
PA2_APGLns	INV_NUM	CHAR	17	10	Invoice Number
PA2_APGLns	LINE_NUM	CHAR	27	3	Line number (Sequence)
PA2_APGLns	GL_ACCT	CHAR	30	12	G/L Account number
PA2_APGLns	AMT	NUMBER		14.3	Amount
Keys :					
"Primary Key: FY, ACCTPD, VEND_DIV, VEND_CODE, INV_NUM, LINE_NUM"					
					
Table : PC2_GPCProd					
PC2_GPCProd	VEND_DIV	CHAR	1	2	Vendor code
PC2_GPCProd	VEND_CODE	CHAR	3	8	
PC2_GPCProd	GPC_PROD_CODE	CHAR	11	10	GPC Product code
PC2_GPCProd	TF_DESC	CHAR	21	35	Description
PC2_GPCProd	PROD_CODE	CHAR	56	3	Product code (ours)
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, GPC_PROD_CODE"					
					
Table : PC3_GPCUom					
PC3_GPCUom	VEND_DIV	CHAR	1	2	Vendor code
PC3_GPCUom	VEND_CODE	CHAR	3	8	
PC3_GPCUom	GPC_UM	CHAR	11	10	GPC Unit of Measure
PC3_GPCUom	TF_DESC	CHAR	21	35	Description
PC3_GPCUom	UM	CHAR	56	4	Unit of measure (ours)
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, GPC_UM"					
					
Table : PC5_GPCPricePlan					
PC5_GPCPricePlan	VEND_DIV	CHAR	1	2	Vendor code
PC5_GPCPricePlan	VEND_CODE	CHAR	3	8	
PC5_GPCPricePlan	GPC_PRICE_PLAN	CHAR	11	10	GPC Price Plan
PC5_GPCPricePlan	TF_DESC	CHAR	21	35	Description
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, GPC_PRICE_PLAN"					
					
Table : PO1_POHdr					
PO1_POHdr	NUM_TIMES_PO_PRINTED	CHAR	1	1	"# times P/O printed (see 297,9 for p/o#)"
PO1_POHdr	VEND_XML_SENT	CHAR	2	1	
PO1_POHdr	IWR_XML_SENT	CHAR	3	1	IWR 943 XML sent to warehouse?
PO1_POHdr	PO1_UNUSED_1	CHAR	4	3	*Unused
PO1_POHdr	VEND_DIV	CHAR	7	2	Vendor code
PO1_POHdr	VEND_CODE	CHAR	9	8	
PO1_POHdr	PLANT_CODE	CHAR	17	4	Plant code
PO1_POHdr	PLANT_NAME	CHAR	21	35	Plant name
PO1_POHdr	PLANT_ATTN	CHAR	56	30	Plant Attn
PO1_POHdr	PLANT_ADDR_1	CHAR	86	30	Plant Address line 1
PO1_POHdr	PLANT_ADDR_2	CHAR	116	30	Plant Address line 2
PO1_POHdr	PLANT_CITY	CHAR	146	16	Plant city
PO1_POHdr	PLANT_ST	CHAR	162	2	Plant state
PO1_POHdr	PLANT_ZIP_CODE	CHAR	164	9	Plant to Zip
PO1_POHdr	PO_TYPE	CHAR	173	1	Purchase order type
PO1_POHdr	DISC_TO_APPLY_LINES	CHAR	174	5	Discount to apply to lines (FDP)
PO1_POHdr	CUST_DIV	CHAR	179	2	Customer number
PO1_POHdr	CUST_CODE	CHAR	181	8	
PO1_POHdr	PRINT_THIS_PO	CHAR	189	1	Print this PO?
PO1_POHdr	NEW_REPEAT	CHAR	190	1	New/repeat
PO1_POHdr	CONFIRMING	CHAR	191	1	Confirming?
PO1_POHdr	PO_DATE	DATE	192	6	Purchase order date
PO1_POHdr	GROUPING_CUTOFF_DATE	DATE	198	6	Grouping cutoff date
PO1_POHdr	DATE_REQ	DATE	204	6	Date required
PO1_POHdr	TERMS_CODE	CHAR	210	2	Terms code
PO1_POHdr	PLANT_QUOTE_NUM	CHAR	212	12	Plant quote no
PO1_POHdr	PLANT_QUOTE_NUM_DATE	DATE	224	6	Plant quote no date
PO1_POHdr	PREV_JOB_NUM	CHAR	230	12	Previous job no
PO1_POHdr	PREV_JOB_NUM_DATE	DATE	242	6	Previous job no date
PO1_POHdr	JOB_NUM	CHAR	248	12	This job no
PO1_POHdr	JOB_DATE	DATE	260	6	This job no date
PO1_POHdr	JOB_STATUS	CHAR	266	12	Job status
PO1_POHdr	JOB_STATUS_DATE	DATE	278	6	Job status date
PO1_POHdr	PROOF_STATUS	CHAR	284	1	Proof status
PO1_POHdr	PROOF_STATUS_DATE	DATE	285	6	Proof status date
PO1_POHdr	SCHED_SHIP_DATE	DATE	291	6	Scheduled shipping date
PO1_POHdr	PO_DIV	CHAR	297	2	P/O number
PO1_POHdr	PO_NUM	CHAR	299	7	
PO1_POHdr	ORDER_DIV	CHAR	306	2	Sales Order number
PO1_POHdr	ORDER_NUM	CHAR	308	6	
PO1_POHdr	RUSH_SERVICE_PER	CHAR	314	12	Rush Service per
PO1_POHdr	RUSH_SERV_WORK_DAYS	CHAR	326	2	Rush Service # of Working Days
PO1_POHdr	CUST_PO	CHAR	328	15	Customer PO number
PO1_POHdr	SPER_CODE	CHAR	343	4	Salesperson Number
PO1_POHdr	CUST_SERV_REP	CHAR	347	4	Customer Service Rep Code
PO1_POHdr	NEW_ORDER_TYPE_OP	CHAR	351	1	"New Order type from O/E (B,S,blank)"
PO1_POHdr	SEND_UNITED_DATA	CHAR	352	1	*unused
PO1_POHdr	TOPS_TRN	CHAR	353	5	
PO1_POHdr	OPER_CODE_LAST_MOD	CHAR	358	3	
PO1_POHdr	CUST_PO_TP	CHAR	361	1	
PO1_POHdr	REC_RPT_NUM	CHAR	362	5	Receiving Report Number
PO1_POHdr	NUM_TIMES_RR_PRINTED	CHAR	367	1	Number of times Receiving Report printed
PO1_POHdr	PLANT_COUNTRY	CHAR	368	2	
PO1_POHdr	PO1_UNUSED_2	CHAR	370	13	
Keys :					
"Primary Key: PO_DIV, PO_NUM"					
"Alternate Key 1: VEND_DIV, VEND_CODE, PLANT_CODE, PO_DIV, PO_NUM"					
"Alternate Key 2: SPER_CODE, CUST_DIV, CUST_CODE, PO_DIV, PO_NUM"					
"Alternate Key 3: SCHED_SHIP_DATE, PO_DIV, PO_NUM"					
"Alternate Key 4: CUST_PO, PO_DIV, PO_NUM"					
					
Table : PO2_POLns					
PO2_POLns	CTN_LABEL_ITEM_CODE	CHAR	1	1	"Carton Label Format Code (Ord# @ 82,9)"
PO2_POLns	UPDATE_COSTS	CHAR	2	1	
PO2_POLns	PO2_UNUSED_1	CHAR	3	3	*Unused
PO2_POLns	LINE_COMPLETE	CHAR	6	1	Is this line complete?
PO2_POLns	LINE_NUM	CHAR	7	3	Line number
PO2_POLns	LINE_TYPE	CHAR	10	1	"Line type Cstm,Inv,X=cust inv,Spec,Mess"
PO2_POLns	SALES_ORDER_LINE_NUM	CHAR	11	3	Sales order line
PO2_POLns	SPECIAL_SHIPPING	CHAR	14	1	Special shipping
PO2_POLns	PLYS	CHAR	15	2	Number of plys
PO2_POLns	LEFT_RIGHT	CHAR	17	8	Left-right
PO2_POLns	PROD_CODE	CHAR	25	3	Product code
PO2_POLns	TF_DESC	CHAR	28	40	Description
PO2_POLns	STARTING_NUM	CHAR	68	9	Starting number
PO2_POLns	UM	CHAR	77	4	Unit of measure per
PO2_POLns	SPECS_REQ	CHAR	81	1	Specs required?
PO2_POLns	PO_DIV	CHAR	82	2	P/O number
PO2_POLns	PO_NUM	CHAR	84	7	
PO2_POLns	CUST_DIV	CHAR	91	2	Customer number
PO2_POLns	CUST_CODE	CHAR	93	8	
PO2_POLns	ITEM_CODE	CHAR	101	10	Form Number
PO2_POLns	TOP_BOTTOM	CHAR	111	8	Top-Bottom
PO2_POLns	JOB_NUM	CHAR	119	12	Job number
PO2_POLns	JOB_DATE	DATE	131	6	Job date
PO2_POLns	ENDING_NUM	CHAR	137	9	Ending number
PO2_POLns	SELL_UM	CHAR	146	4	Selling unit of measure
PO2_POLns	STORAGE_EXP_DATE	DATE	150	6	Storage Expiration Date
PO2_POLns	PROD_CODE_OVERRIDE	CHAR	156	3	Product Code
PO2_POLns	COMM_CODE	CHAR	159	5	Commission Code
PO2_POLns	STND_COST_UOM	CHAR	164	4	Standard Cost Unit of Measure
PO2_POLns	PO2_UNUSED_2	CHAR	168	3	*Unused
PO2_POLns	TF_COST	NUMBER		14.3	Cost
PO2_POLns	OPEN_QTY	NUMBER		14.3	Open Quantity
PO2_POLns	UM_AMT	NUMBER		14.3	Unit of Measure Amount
PO2_POLns	LABEL_NUM	NUMBER		14.3	Number of Labels
PO2_POLns	EXT	NUMBER		14.3	Extension
PO2_POLns	CTN_PACK	NUMBER		14.3	Carton Pack
PO2_POLns	QTY_RECIEVED_P	NUMBER		14.3	Qty Received Previously
